seq_index,start_position,end_position
1702,1,10
1702,10,19
830,63,72
830,72,81
3472,51,60
3472,60,69
2397,42,51
2397,51,60
2500,42,51
2500,51,60
2585,77,86
2585,86,95
2701,42,51
2701,51,60
1057,42,51
1057,51,60
153,32,41
153,41,50
1847,42,51
1847,51,60
1915,51,60
1915,60,69
324,42,51
324,51,60
1677,34,43
1677,43,52
1044,51,60
1044,60,69
1971,63,72
1971,72,81
79,51,60
79,60,69
329,63,72
329,72,81
2656,51,60
2656,60,69
366,63,72
366,72,81
2237,42,51
2237,51,60
2540,62,71
2540,71,80
455,3,12
455,12,21
1845,51,60
1845,60,69
1581,83,92
1581,92,101
339,42,51
339,51,60
1871,31,40
1871,40,49
1871,51,60
1871,60,69
648,72,81
648,81,90
1563,42,51
1563,51,60
491,82,91
491,91,100
59,42,51
59,51,60
2631,42,51
2631,51,60
2311,42,51
2311,51,60
3392,62,71
3392,71,80
478,23,32
478,32,41
277,42,51
277,51,60
911,63,72
911,72,81
134,42,51
134,51,60
2582,63,72
2582,72,81
1251,51,60
1251,60,69
2637,76,85
2637,85,94
1704,42,51
1704,51,60
1320,51,60
1320,60,69
1289,51,60
1289,60,69
1622,42,51
1622,51,60
1621,7,16
1621,16,25
1728,42,51
1728,51,60
1870,51,60
1870,60,69
1870,71,80
1870,80,89
3248,42,51
3248,51,60
1495,42,51
1495,51,60
959,51,60
959,60,69
720,42,51
720,51,60
3490,51,60
3490,60,69
933,86,95
933,95,104
280,42,51
280,51,60
1693,30,39
1693,39,48
3008,87,96
3008,96,105
2079,78,87
2079,87,96
1930,10,19
1930,19,28
2819,69,78
2819,78,87
1836,51,60
1836,60,69
2941,6,15
2941,15,24
3564,83,92
3564,92,101
1972,42,51
1972,51,60
1009,42,51
1009,51,60
665,42,51
665,51,60
3001,62,71
3001,71,80
1761,42,51
1761,51,60
3375,27,36
3375,36,45
3230,42,51
3230,51,60
3416,42,51
3416,51,60
1933,51,60
1933,60,69
245,42,51
245,51,60
2021,74,83
2021,83,92
2419,42,51
2419,51,60
2891,24,33
2891,33,42
1557,42,51
1557,51,60
212,63,72
212,72,81
561,63,72
561,72,81
958,51,60
958,60,69
958,72,81
958,81,90
3245,51,60
3245,60,69
1970,51,60
1970,60,69
791,72,81
791,81,90
1646,42,51
1646,51,60
680,42,51
680,51,60
3311,0,9
3311,9,18
1585,42,51
1585,51,60
1222,42,51
1222,51,60
1279,42,51
1279,51,60
798,42,51
798,51,60
2457,42,51
2457,51,60
2266,51,60
2266,60,69
2137,63,72
2137,72,81
3391,42,51
3391,51,60
2330,42,51
2330,51,60
2583,51,60
2583,60,69
2679,42,51
2679,51,60
537,89,98
537,98,107
585,63,72
585,72,81
2186,51,60
2186,60,69
2138,42,51
2138,51,60
3286,32,41
3286,41,50
1710,76,85
1710,85,94
