seq_index,start_position,end_position
3219,33,42
3219,88,97
2500,25,34
2500,80,89
3257,16,25
3257,71,80
153,41,50
153,96,105
3570,42,51
3570,97,106
1971,28,37
1971,83,92
1258,17,26
1258,72,81
2489,29,38
2489,84,93
880,17,26
880,72,81
195,16,25
195,71,80
2649,23,32
2649,78,87
1122,34,43
1122,89,98
1413,8,17
1413,63,72
1043,23,32
1043,78,87
870,17,26
870,72,81
3538,10,19
3538,65,74
2941,15,24
2941,70,79
2983,42,51
2983,97,106
1972,7,16
1972,62,71
236,21,30
236,76,85
1913,39,48
1913,94,103
3401,29,38
3401,84,93
2230,26,35
2230,81,90
1048,40,49
1048,95,104
3457,37,46
3457,92,101
207,17,26
207,72,81
2266,13,22
2266,68,77
1909,41,50
1909,96,105
2586,32,41
2586,87,96
1710,43,52
1710,98,107
