seq_index,start_position,end_position
1369,18,25
1369,35,42
3257,4,11
3257,21,28
1184,3,10
1184,20,27
2855,37,44
2855,54,61
2855,38,45
2855,55,62
1137,80,87
1137,97,104
1137,81,88
1137,98,105
2203,69,76
2203,86,93
2259,23,30
2259,40,47
507,78,85
507,95,102
2555,37,44
2555,54,61
3615,85,92
3615,102,109
1581,37,44
1581,54,61
3037,37,44
3037,54,61
2110,17,24
2110,34,41
219,37,44
219,54,61
1619,38,45
1619,55,62
2815,65,72
2815,82,89
1704,58,65
1704,75,82
1704,59,66
1704,76,83
3248,63,70
3248,80,87
3248,64,71
3248,81,88
512,37,44
512,54,61
512,38,45
512,55,62
3313,58,65
3313,75,82
2927,58,65
2927,75,82
280,76,83
280,93,100
2099,37,44
2099,54,61
1083,37,44
1083,54,61
2660,55,62
2660,72,79
1706,55,62
1706,72,79
2673,82,89
2673,99,106
2514,37,44
2514,54,61
3625,75,82
3625,92,99
2780,25,32
2780,42,49
2131,18,25
2131,35,42
665,73,80
665,90,97
2380,72,79
2380,89,96
1129,85,92
1129,102,109
1969,72,79
1969,89,96
2452,76,83
2452,93,100
2515,58,65
2515,75,82
1498,87,94
1498,104,111
3160,18,25
3160,35,42
1774,37,44
1774,54,61
2141,55,62
2141,72,79
1405,37,44
1405,54,61
2333,81,88
2333,98,105
168,37,44
168,54,61
3411,16,23
3411,33,40
3411,37,44
3411,54,61
3411,58,65
3411,75,82
3411,79,86
3411,96,103
2667,22,29
2667,39,46
3216,37,44
3216,54,61
2657,78,85
2657,95,102
3412,37,44
3412,54,61
3412,58,65
3412,75,82
3412,79,86
3412,96,103
3409,16,23
3409,33,40
3409,37,44
3409,54,61
1375,37,44
1375,54,61
3135,55,62
3135,72,79
1555,18,25
1555,35,42
667,44,51
667,61,68
537,37,44
537,54,61
537,38,45
537,55,62
1909,58,65
1909,75,82
1099,37,44
1099,54,61
1499,37,44
1499,54,61
2741,38,45
2741,55,62
2604,37,44
2604,54,61
694,37,44
694,54,61
2695,37,44
2695,54,61
945,58,65
945,75,82
2084,11,18
2084,28,35
2084,12,19
2084,29,36
2084,13,20
2084,30,37
3097,4,11
3097,21,28
3097,5,12
3097,22,29
834,58,65
834,75,82
220,16,23
220,33,40
2624,40,47
2624,57,64
886,57,64
886,74,81
886,58,65
886,75,82
