seq_index,start_position,end_position
1952,65,76
1952,88,95
1952,96,107
1661,65,76
1661,88,95
1661,96,107
365,65,76
365,88,95
365,96,107
827,65,76
827,88,95
827,96,107
17,65,76
17,88,95
17,96,107
1934,64,75
1934,87,94
1934,95,106
330,43,54
330,66,73
330,74,85
1200,64,75
1200,87,94
1200,95,106
50,65,76
50,88,95
50,96,107
1864,65,76
1864,88,95
1864,96,107
178,65,76
178,88,95
178,96,107
2066,65,76
2066,88,95
2066,96,107
2086,65,76
2086,88,95
2086,96,107
607,65,76
607,88,95
607,96,107
595,65,76
595,88,95
595,96,107
1838,64,75
1838,87,94
1838,95,106
219,65,76
219,88,95
219,96,107
65,65,76
65,88,95
65,96,107
1874,65,76
1874,88,95
1874,96,107
287,65,76
287,88,95
287,96,107
1780,65,76
1780,88,95
1780,96,107
1776,64,75
1776,87,94
1776,95,106
26,65,76
26,88,95
26,96,107
1109,65,76
1109,88,95
1109,96,107
310,65,76
310,88,95
310,96,107
633,65,76
633,88,95
633,96,107
33,65,76
33,88,95
33,96,107
599,65,76
599,88,95
599,96,107
258,65,76
258,88,95
258,96,107
2058,65,76
2058,88,95
2058,96,107
589,65,76
589,88,95
589,96,107
782,65,76
782,88,95
782,96,107
2195,64,75
2195,87,94
2195,95,106
881,65,76
881,88,95
881,96,107
1820,65,76
1820,88,95
1820,96,107
227,65,76
227,88,95
227,96,107
1935,43,54
1935,66,73
1935,74,85
440,65,76
440,88,95
440,96,107
322,65,76
322,88,95
322,96,107
3004,65,76
3004,88,95
3004,96,107
682,65,76
682,88,95
682,96,107
509,65,76
509,88,95
509,96,107
1777,44,55
1777,67,74
1777,75,86
139,65,76
139,88,95
139,96,107
2005,65,76
2005,88,95
2005,96,107
69,65,76
69,88,95
69,96,107
220,44,55
220,67,74
220,75,86
