seq_index,start_position,end_position
1952,64,75
1952,88,95
1952,102,109
1661,64,75
1661,88,95
1661,102,109
1990,64,75
1990,88,95
1990,102,109
58,64,75
58,88,95
58,102,109
365,64,75
365,88,95
365,102,109
3569,64,75
3569,88,95
3569,102,109
151,64,75
151,88,95
151,102,109
1921,64,75
1921,88,95
1921,102,109
827,64,75
827,88,95
827,102,109
1250,64,75
1250,88,95
1250,102,109
17,64,75
17,88,95
17,102,109
303,64,75
303,88,95
303,102,109
211,64,75
211,88,95
211,102,109
1934,63,74
1934,87,94
1934,101,108
1200,63,74
1200,87,94
1200,101,108
1907,64,75
1907,88,95
1907,102,109
1394,64,75
1394,88,95
1394,102,109
178,64,75
178,88,95
178,102,109
743,64,75
743,88,95
743,102,109
2086,64,75
2086,88,95
2086,102,109
1680,64,75
1680,88,95
1680,102,109
607,64,75
607,88,95
607,102,109
2298,64,75
2298,88,95
2298,102,109
407,64,75
407,88,95
407,102,109
2007,64,75
2007,88,95
2007,102,109
595,64,75
595,88,95
595,102,109
320,64,75
320,88,95
320,102,109
588,64,75
588,88,95
588,102,109
625,64,75
625,88,95
625,102,109
1838,63,74
1838,87,94
1838,101,108
307,64,75
307,88,95
307,102,109
3187,64,75
3187,88,95
3187,102,109
65,64,75
65,88,95
65,102,109
540,64,75
540,88,95
540,102,109
237,64,75
237,88,95
237,102,109
1874,64,75
1874,88,95
1874,102,109
910,64,75
910,88,95
910,102,109
708,64,75
708,88,95
708,102,109
1780,64,75
1780,88,95
1780,102,109
1776,63,74
1776,87,94
1776,101,108
2550,64,75
2550,88,95
2550,102,109
1242,64,75
1242,88,95
1242,102,109
1950,64,75
1950,88,95
1950,102,109
26,64,75
26,88,95
26,102,109
674,64,75
674,88,95
674,102,109
1002,64,75
1002,88,95
1002,102,109
633,64,75
633,88,95
633,102,109
909,64,75
909,88,95
909,102,109
261,64,75
261,88,95
261,102,109
1132,64,75
1132,88,95
1132,102,109
258,64,75
258,88,95
258,102,109
1313,43,54
1313,67,74
1313,81,88
2058,64,75
2058,88,95
2058,102,109
3372,42,53
3372,66,73
3372,80,87
528,64,75
528,88,95
528,102,109
253,64,75
253,88,95
253,102,109
1681,42,53
1681,66,73
1681,80,87
589,64,75
589,88,95
589,102,109
35,64,75
35,88,95
35,102,109
782,64,75
782,88,95
782,102,109
1979,64,75
1979,88,95
1979,102,109
43,43,54
43,67,74
43,81,88
158,64,75
158,88,95
158,102,109
2011,64,75
2011,88,95
2011,102,109
863,64,75
863,88,95
863,102,109
1828,64,75
1828,88,95
1828,102,109
109,64,75
109,88,95
109,102,109
2103,64,75
2103,88,95
2103,102,109
2195,63,74
2195,87,94
2195,101,108
2433,43,54
2433,67,74
2433,81,88
871,64,75
871,88,95
871,102,109
829,64,75
829,88,95
829,102,109
190,64,75
190,88,95
190,102,109
881,64,75
881,88,95
881,102,109
802,64,75
802,88,95
802,102,109
541,64,75
541,88,95
541,102,109
2,63,74
2,87,94
2,101,108
570,64,75
570,88,95
570,102,109
2547,64,75
2547,88,95
2547,102,109
71,64,75
71,88,95
71,102,109
1673,44,55
1673,68,75
1673,82,89
431,64,75
431,88,95
431,102,109
1984,64,75
1984,88,95
1984,102,109
362,64,75
362,88,95
362,102,109
15,63,74
15,87,94
15,101,108
2174,63,74
2174,87,94
2174,101,108
579,63,74
579,87,94
579,101,108
322,64,75
322,88,95
322,102,109
3265,64,75
3265,88,95
3265,102,109
7,64,75
7,88,95
7,102,109
98,64,75
98,88,95
98,102,109
3004,64,75
3004,88,95
3004,102,109
682,64,75
682,88,95
682,102,109
694,64,75
694,88,95
694,102,109
509,64,75
509,88,95
509,102,109
558,64,75
558,88,95
558,102,109
1808,64,75
1808,88,95
1808,102,109
865,64,75
865,88,95
865,102,109
139,64,75
139,88,95
139,102,109
451,64,75
451,88,95
451,102,109
69,64,75
69,88,95
69,102,109
