seq_index,start_position,end_position
2107,54,61
2260,25,32
2260,40,47
1174,36,43
1952,35,42
1952,38,45
718,54,61
718,55,62
718,61,68
1955,34,41
1955,76,83
2349,8,15
2349,11,18
2349,54,61
2349,94,101
1027,35,42
1027,54,61
1027,55,62
830,32,39
830,55,62
830,61,68
830,62,69
830,66,73
3377,29,36
3472,98,105
3173,65,72
184,20,27
184,55,62
184,95,102
184,101,108
1661,7,14
1661,34,41
1661,35,42
1661,38,45
1661,54,61
1661,76,83
1369,35,42
1369,86,93
1369,87,94
3336,72,79
1990,4,11
1990,38,45
1990,54,61
524,30,37
524,54,61
524,55,62
524,61,68
524,62,69
637,7,14
637,34,41
637,35,42
3219,1,8
3219,18,25
3219,35,42
3219,54,61
3219,72,79
3219,90,97
262,55,62
262,61,68
262,62,69
1265,10,17
1265,54,61
241,43,50
1822,30,37
1822,65,72
550,32,39
550,54,61
550,55,62
550,80,87
550,85,92
550,93,100
550,94,101
223,13,20
223,56,63
691,27,34
691,32,39
691,33,40
691,54,61
691,55,62
2359,54,61
2359,70,77
2359,76,83
2359,78,85
636,54,61
636,55,62
636,83,90
636,84,91
636,95,102
2500,28,35
2500,54,61
2500,55,62
3257,21,28
3257,33,40
3257,55,62
3257,81,88
3257,87,94
3257,101,108
3257,102,109
729,54,61
729,55,62
729,61,68
729,66,73
1084,80,87
2565,54,61
3539,54,61
3539,88,95
3152,55,62
3152,74,81
3152,80,87
2585,54,61
2585,103,110
801,30,37
801,54,61
801,55,62
2701,8,15
2701,54,61
2988,63,70
2988,73,80
2988,86,93
2187,5,12
2187,31,38
2187,37,44
2187,54,61
2187,55,62
2187,65,72
2187,102,109
2187,104,111
76,13,20
76,14,21
76,17,24
76,33,40
76,54,61
76,55,62
2140,14,21
525,34,41
525,35,42
58,7,14
58,34,41
58,35,42
58,38,45
3548,16,23
1668,74,81
365,7,14
365,34,41
365,35,42
365,38,45
1624,25,32
1624,54,61
1624,88,95
1624,91,98
1057,54,61
115,35,42
115,36,43
1101,34,41
3318,54,61
3318,71,78
78,54,61
78,55,62
78,56,63
278,67,74
2745,11,18
2745,54,61
2745,55,62
3217,15,22
2073,42,49
2073,54,61
2073,55,62
1569,54,61
1569,55,62
859,30,37
859,54,61
1573,27,34
1573,54,61
1573,55,62
1573,56,63
1573,97,104
3482,35,42
3482,43,50
2782,4,11
2782,29,36
2782,30,37
2782,45,52
2782,54,61
2335,54,61
2335,64,71
484,30,37
484,54,61
484,55,62
484,61,68
484,65,72
484,66,73
2953,42,49
2953,81,88
2953,90,97
3157,3,10
3157,67,74
1635,54,61
1635,60,67
731,54,61
731,55,62
527,54,61
527,55,62
527,61,68
2731,4,11
2731,28,35
2731,54,61
2731,71,78
2731,72,79
534,29,36
534,54,61
534,55,62
3569,38,45
1895,16,23
151,7,14
151,34,41
151,35,42
151,38,45
151,54,61
3509,68,75
249,34,41
249,35,42
249,37,44
249,54,61
1341,29,36
1341,30,37
1341,31,38
1341,54,61
447,55,62
2085,54,61
2085,74,81
2085,79,86
1184,1,8
1184,2,9
1184,19,26
1184,20,27
1184,41,48
1921,7,14
1921,32,39
1921,38,45
453,7,14
453,34,41
453,54,61
2175,54,61
153,22,29
153,103,110
706,32,39
706,54,61
706,55,62
1503,56,63
1051,54,61
1051,67,74
2340,40,47
2340,41,48
2340,54,61
2340,75,82
2340,88,95
3440,16,23
3440,54,61
3440,55,62
3440,61,68
39,54,61
39,55,62
39,61,68
39,66,73
2855,12,19
2855,13,20
2855,54,61
2855,55,62
3627,54,61
3627,60,67
3627,82,89
3627,88,95
3627,89,96
827,35,42
3244,34,41
3244,73,80
3244,80,87
3244,81,88
1137,15,22
1137,38,45
1137,54,61
1137,55,62
1137,76,83
1137,97,104
1137,98,105
3088,39,46
3088,40,47
3088,54,61
3088,55,62
3088,92,99
3088,102,109
1154,11,18
1915,21,28
1915,34,41
1915,63,70
594,30,37
594,54,61
594,55,62
594,61,68
594,66,73
1905,10,17
1905,33,40
1905,34,41
1905,56,63
1905,76,83
1905,79,86
2950,10,17
2950,13,20
2203,15,22
2203,54,61
2203,86,93
2203,87,94
3363,16,23
3363,24,31
3363,38,45
3363,54,61
3363,90,97
936,31,38
936,97,104
936,102,109
1250,7,14
1250,34,41
1250,35,42
1250,38,45
1250,54,61
2737,54,61
3175,34,41
3175,36,43
3175,41,48
3175,42,49
3175,84,91
324,28,35
615,7,14
615,34,41
615,35,42
3121,7,14
3121,54,61
659,54,61
659,55,62
659,66,73
3057,101,108
443,7,14
443,34,41
443,35,42
443,38,45
1818,34,41
