seq_index,start_position,end_position
2107,73,80
1952,6,13
1952,29,36
1952,30,37
1952,76,83
1952,77,84
718,23,30
718,24,31
718,25,32
1702,32,39
1027,28,35
1027,29,36
1027,30,37
1027,31,38
1027,76,83
1027,77,84
830,23,30
830,24,31
3377,31,38
3377,32,39
3377,33,40
3377,73,80
3377,74,81
3377,75,82
3377,76,83
3377,77,84
3472,8,15
3472,9,16
3472,10,17
184,19,26
184,68,75
184,69,76
184,70,77
184,71,78
184,72,79
184,73,80
1661,28,35
1661,29,36
1661,30,37
1369,17,24
1369,18,25
1369,19,26
1369,20,27
1369,88,95
1369,89,96
1369,90,97
3336,99,106
3336,100,107
3336,101,108
3336,102,109
3336,103,110
1990,25,32
1990,26,33
1990,27,34
1990,28,35
1990,29,36
1990,30,37
1990,31,38
1990,32,39
1990,33,40
3231,28,35
3231,29,36
3231,30,37
637,75,82
637,76,83
637,85,92
637,86,93
637,87,94
262,23,30
262,24,31
262,25,32
2397,54,61
241,23,30
241,97,104
241,98,105
241,99,106
241,100,107
241,101,108
241,102,109
241,103,110
1822,54,61
1822,55,62
223,55,62
223,83,90
223,87,94
691,36,43
691,102,109
2359,77,84
2359,80,87
2359,81,88
3257,0,7
3257,1,8
3257,2,9
3257,3,10
3257,4,11
3257,5,12
3257,6,13
3257,7,14
3257,8,15
3257,9,16
729,23,30
729,24,31
1084,56,63
1084,57,64
1084,58,65
3539,96,103
3539,97,104
3539,98,105
801,23,30
801,24,31
2988,40,47
2988,41,48
2988,42,49
2988,43,50
2988,44,51
3407,55,62
3407,57,64
3407,58,65
76,95,102
76,96,103
76,97,104
76,98,105
76,99,106
76,100,107
76,101,108
1465,0,7
1465,1,8
1465,17,24
1465,18,25
1465,19,26
1465,20,27
1465,21,28
1465,55,62
1465,58,65
2140,7,14
2140,37,44
2140,38,45
2140,39,46
2140,40,47
2140,82,89
2140,83,90
2140,84,91
2140,85,92
2140,86,93
2381,54,61
2381,58,65
2381,59,66
2381,99,106
2381,100,107
2381,101,108
525,76,83
525,77,84
525,86,93
525,87,94
525,88,95
2449,0,7
2449,3,10
2449,12,19
2449,13,20
2449,14,21
2449,15,22
2449,16,23
2449,36,43
2449,37,44
1668,63,70
1668,64,71
1668,65,72
1668,66,73
1668,67,74
1668,68,75
365,28,35
365,29,36
365,30,37
3316,54,61
3316,55,62
3316,57,64
1057,89,96
1101,0,7
1101,1,8
1101,2,9
1101,3,10
1101,5,12
1101,99,106
1101,100,107
1101,101,108
78,0,7
78,16,23
78,17,24
78,19,26
78,65,72
78,66,73
278,36,43
3217,32,39
3217,34,41
2073,9,16
2782,82,89
2782,83,90
2782,84,91
2782,85,92
2782,86,93
2335,15,22
2335,16,23
2335,17,24
2335,18,25
2335,19,26
2335,68,75
2335,87,94
2335,88,95
2335,89,96
2335,90,97
2335,91,98
484,23,30
484,24,31
3157,58,65
3157,77,84
3157,78,85
1635,88,95
731,35,42
731,36,43
527,23,30
527,24,31
527,25,32
917,58,65
3569,28,35
3569,29,36
3569,30,37
3569,31,38
3569,32,39
3569,33,40
3569,76,83
3569,77,84
1895,17,24
1895,18,25
1895,97,104
1895,98,105
1895,99,106
1895,100,107
151,28,35
151,29,36
151,30,37
3509,61,68
3509,62,69
3509,72,79
1341,21,28
1341,78,85
447,6,13
447,7,14
447,8,15
447,9,16
447,10,17
447,11,18
447,12,19
447,13,20
447,14,21
447,15,22
447,16,23
447,17,24
447,18,25
447,19,26
447,20,27
1768,56,63
1768,57,64
1768,58,65
1768,59,66
1768,60,67
1768,61,68
1768,62,69
1768,79,86
1768,80,87
1525,58,65
1184,3,10
1184,4,11
1184,5,12
1184,6,13
1184,7,14
1184,8,15
1184,9,16
1184,12,19
1184,13,20
1184,22,29
1184,23,30
1927,4,11
1927,20,27
1927,22,29
1927,24,31
1927,81,88
1927,82,89
1927,83,90
1927,84,91
453,28,35
453,29,36
453,30,37
2175,65,72
2175,66,73
2175,67,74
153,55,62
153,77,84
153,78,85
1503,55,62
1503,57,64
1503,58,65
1503,63,70
1051,68,75
1051,69,76
1806,0,7
1806,1,8
1806,2,9
1806,3,10
1806,4,11
1806,5,12
3586,53,60
3586,54,61
39,22,29
39,23,30
39,24,31
39,25,32
39,26,33
39,27,34
2855,15,22
2855,16,23
2855,17,24
2855,18,25
2855,19,26
2855,20,27
2855,21,28
2855,22,29
2855,36,43
2855,37,44
2855,38,45
827,76,83
827,77,84
3166,75,82
3166,76,83
3166,78,85
1137,79,86
1137,80,87
1137,81,88
1137,82,89
1137,83,90
1137,84,91
1137,91,98
1137,92,99
1847,24,31
1847,25,32
594,23,30
594,24,31
1905,55,62
2950,79,86
2950,81,88
2203,69,76
3363,76,83
3363,77,84
3363,78,85
936,30,37
936,57,64
936,58,65
3175,29,36
3175,35,42
3175,65,72
3175,98,105
3175,99,106
3175,100,107
615,28,35
615,29,36
615,30,37
615,76,83
615,77,84
3121,6,13
659,23,30
659,24,31
3057,80,87
1496,58,65
1496,69,76
1496,70,77
1496,71,78
1496,72,79
1496,73,80
1496,74,81
1496,75,82
1496,76,83
1496,77,84
1496,78,85
1496,80,87
1496,81,88
1496,82,89
1496,98,105
1496,99,106
1818,2,9
1818,3,10
3380,78,85
3380,79,86
3380,80,87
456,99,106
456,100,107
456,101,108
969,29,36
969,30,37
969,31,38
1669,28,35
1669,29,36
1669,30,37
1669,31,38
1669,32,39
1669,33,40
1669,56,63
1669,57,64
1669,78,85
157,20,27
157,21,28
157,22,29
157,23,30
157,25,32
3570,34,41
3570,35,42
586,76,83
586,77,84
2865,79,86
2102,23,30
2102,24,31
117,24,31
117,25,32
117,55,62
161,23,30
161,24,31
161,25,32
3525,43,50
2948,56,63
2948,74,81
2948,75,82
2733,6,13
2733,7,14
2733,57,64
2733,58,65
92,34,41
92,36,43
1273,70,77
1273,71,78
1273,104,111
3013,17,24
3013,18,25
3013,57,64
3013,58,65
3013,59,66
3066,54,61
3066,55,62
303,31,38
303,32,39
303,33,40
1156,58,65
1156,59,66
1156,60,67
1611,30,37
1611,31,38
1611,32,39
