seq_index,start_position,end_position
1661,34,41
1661,81,88
1661,102,109
58,34,41
58,81,88
58,102,109
365,34,41
365,81,88
365,102,109
151,34,41
151,81,88
151,102,109
1250,34,41
1250,81,88
1250,102,109
615,34,41
615,81,88
615,102,109
17,34,41
17,81,88
17,102,109
216,34,41
216,81,88
216,102,109
1394,34,41
1394,81,88
1394,102,109
990,34,41
990,81,88
990,102,109
1882,34,41
1882,81,88
1882,102,109
2086,34,41
2086,81,88
2086,102,109
2298,34,41
2298,81,88
2298,102,109
407,34,41
407,81,88
407,102,109
2007,34,41
2007,81,88
2007,102,109
595,34,41
595,81,88
595,102,109
320,34,41
320,81,88
320,102,109
588,34,41
588,81,88
588,102,109
2239,12,19
2239,59,66
2239,80,87
974,34,41
974,81,88
974,102,109
65,34,41
65,81,88
65,102,109
540,34,41
540,81,88
540,102,109
1874,34,41
1874,81,88
1874,102,109
608,34,41
608,81,88
608,102,109
910,34,41
910,81,88
910,102,109
1780,34,41
1780,81,88
1780,102,109
217,12,19
217,59,66
217,80,87
1957,34,41
1957,81,88
1957,102,109
423,34,41
423,81,88
423,102,109
1242,34,41
1242,81,88
1242,102,109
551,34,41
551,81,88
551,102,109
1544,34,41
1544,81,88
1544,102,109
1950,34,41
1950,81,88
1950,102,109
477,34,41
477,81,88
477,102,109
1132,34,41
1132,81,88
1132,102,109
258,34,41
258,81,88
258,102,109
3372,12,19
3372,59,66
3372,80,87
1884,34,41
1884,81,88
1884,102,109
589,34,41
589,81,88
589,102,109
35,34,41
35,81,88
35,102,109
24,34,41
24,81,88
24,102,109
782,34,41
782,81,88
782,102,109
1979,34,41
1979,81,88
1979,102,109
582,34,41
582,81,88
582,102,109
43,13,20
43,60,67
43,81,88
158,34,41
158,81,88
158,102,109
2011,34,41
2011,81,88
2011,102,109
863,34,41
863,81,88
863,102,109
1828,34,41
1828,81,88
1828,102,109
109,34,41
109,81,88
109,102,109
2103,34,41
2103,81,88
2103,102,109
2433,13,20
2433,60,67
2433,81,88
2734,34,41
2734,81,88
2734,102,109
1794,34,41
1794,81,88
1794,102,109
871,34,41
871,81,88
871,102,109
829,34,41
829,81,88
829,102,109
149,34,41
149,81,88
149,102,109
168,34,41
168,81,88
168,102,109
541,34,41
541,81,88
541,102,109
570,34,41
570,81,88
570,102,109
71,34,41
71,81,88
71,102,109
312,34,41
312,81,88
312,102,109
431,34,41
431,81,88
431,102,109
1984,34,41
1984,81,88
1984,102,109
322,34,41
322,81,88
322,102,109
7,34,41
7,81,88
7,102,109
98,34,41
98,81,88
98,102,109
509,34,41
509,81,88
509,102,109
1808,34,41
1808,81,88
1808,102,109
209,34,41
209,81,88
209,102,109
896,34,41
896,81,88
896,102,109
865,34,41
865,81,88
865,102,109
139,34,41
139,81,88
139,102,109
69,34,41
69,81,88
69,102,109
349,34,41
349,81,88
349,102,109
978,34,41
978,81,88
978,102,109
