seq_index,start_position,end_position
1661,7,14
1661,88,95
1661,96,107
58,7,14
58,88,95
58,96,107
365,7,14
365,88,95
365,96,107
1921,7,14
1921,88,95
1921,96,107
17,7,14
17,88,95
17,96,107
1907,7,14
1907,88,95
1907,96,107
2066,7,14
2066,88,95
2066,96,107
743,7,14
743,88,95
743,96,107
1882,7,14
1882,88,95
1882,96,107
607,7,14
607,88,95
607,96,107
595,7,14
595,88,95
595,96,107
307,7,14
307,88,95
307,96,107
2012,7,14
2012,88,95
2012,96,107
3187,7,14
3187,88,95
3187,96,107
1874,7,14
1874,88,95
1874,96,107
972,7,14
972,88,95
972,96,107
1950,7,14
1950,88,95
1950,96,107
33,7,14
33,88,95
33,96,107
258,7,14
258,88,95
258,96,107
2058,7,14
2058,88,95
2058,96,107
24,7,14
24,88,95
24,96,107
1979,7,14
1979,88,95
1979,96,107
143,7,14
143,88,95
143,96,107
149,7,14
149,88,95
149,96,107
881,7,14
881,88,95
881,96,107
362,7,14
362,88,95
362,96,107
865,7,14
865,88,95
865,96,107
139,7,14
139,88,95
139,96,107
69,7,14
69,88,95
69,96,107
560,7,14
560,88,95
560,96,107
