seq_index,start_position,end_position
1952,38,45
1952,81,88
1952,96,107
1661,38,45
1661,81,88
1661,96,107
76,17,24
76,60,67
76,75,86
58,38,45
58,81,88
58,96,107
365,38,45
365,81,88
365,96,107
3569,38,45
3569,81,88
3569,96,107
1921,38,45
1921,81,88
1921,96,107
586,38,45
586,81,88
586,96,107
17,38,45
17,81,88
17,96,107
303,38,45
303,81,88
303,96,107
211,38,45
211,81,88
211,96,107
1907,38,45
1907,81,88
1907,96,107
1864,38,45
1864,81,88
1864,96,107
178,38,45
178,81,88
178,96,107
2066,38,45
2066,81,88
2066,96,107
1882,37,44
1882,80,87
1882,95,106
2086,38,45
2086,81,88
2086,96,107
607,38,45
607,81,88
607,96,107
407,38,45
407,81,88
407,96,107
595,38,45
595,81,88
595,96,107
974,38,45
974,81,88
974,96,107
219,38,45
219,81,88
219,96,107
2210,16,23
2210,59,66
2210,74,85
237,38,45
237,81,88
237,96,107
1874,38,45
1874,81,88
1874,96,107
521,38,45
521,81,88
521,96,107
1780,38,45
1780,81,88
1780,96,107
905,38,45
905,81,88
905,96,107
145,38,45
145,81,88
145,96,107
1861,38,45
1861,81,88
1861,96,107
423,38,45
423,81,88
423,96,107
1544,38,45
1544,81,88
1544,96,107
1950,38,45
1950,81,88
1950,96,107
26,38,45
26,81,88
26,96,107
674,38,45
674,81,88
674,96,107
1109,38,45
1109,81,88
1109,96,107
633,38,45
633,81,88
633,96,107
1132,38,45
1132,81,88
1132,96,107
599,38,45
599,81,88
599,96,107
1884,38,45
1884,81,88
1884,96,107
589,38,45
589,81,88
589,96,107
24,38,45
24,81,88
24,96,107
2011,38,45
2011,81,88
2011,96,107
519,16,23
519,59,66
519,74,85
143,38,45
143,81,88
143,96,107
1794,38,45
1794,81,88
1794,96,107
829,38,45
829,81,88
829,96,107
149,38,45
149,81,88
149,96,107
1820,38,45
1820,81,88
1820,96,107
624,38,45
624,81,88
624,96,107
1673,17,24
1673,60,67
1673,75,86
362,38,45
362,81,88
362,96,107
488,37,44
488,80,87
488,95,106
440,38,45
440,81,88
440,96,107
322,38,45
322,81,88
322,96,107
3004,38,45
3004,81,88
3004,96,107
509,38,45
509,81,88
509,96,107
865,38,45
865,81,88
865,96,107
139,38,45
139,81,88
139,96,107
69,38,45
69,81,88
69,96,107
349,38,45
349,81,88
349,96,107
220,17,24
220,60,67
220,75,86
