seq_index,start_position,end_position
659,24,31
659,88,99
1817,8,15
1817,72,83
2218,9,16
2218,73,84
607,31,38
607,95,106
2007,0,7
2007,64,75
2858,3,10
2858,67,78
2858,16,23
2858,80,91
3398,22,29
3398,86,97
399,28,35
399,92,103
135,28,35
135,92,103
3069,34,41
3069,98,109
2228,17,24
2228,81,92
487,24,31
487,88,99
3143,0,7
3143,64,75
19,32,39
19,96,107
1859,26,33
1859,90,101
2551,25,32
2551,89,100
22,31,38
22,95,106
1892,0,7
1892,64,75
2444,28,35
2444,92,103
589,0,7
589,64,75
2831,9,16
2831,73,84
2174,1,8
2174,65,76
1737,34,41
1737,98,109
2374,32,39
2374,96,107
125,20,27
125,84,95
509,1,8
509,65,76
2321,27,34
2321,91,102
2053,4,11
2053,68,79
