seq_index,start_position,end_position
1569,2,9
1569,83,94
303,14,21
303,95,106
1817,4,11
1817,85,96
329,12,19
329,93,104
3191,10,17
3191,91,102
3264,15,22
3264,96,107
663,14,21
663,95,106
399,10,17
399,91,102
1289,2,9
1289,83,94
1495,7,14
1495,88,99
472,12,19
472,93,104
2002,8,15
2002,89,100
1352,14,21
1352,95,106
2848,12,19
2848,93,104
993,9,16
993,90,101
2436,17,24
2436,98,109
2590,5,12
2590,86,97
2451,19,26
2451,100,111
382,12,19
382,93,104
1516,1,8
1516,82,93
2947,4,11
2947,85,96
2797,2,9
2797,83,94
567,6,13
567,87,98
978,12,19
978,93,104
