seq_index,start_position,end_position
3336,50,57
3336,69,78
1265,32,39
1265,51,60
1822,7,14
1822,26,35
2585,32,39
2585,51,60
2862,32,39
2862,51,60
1848,42,49
1848,61,70
2194,32,39
2194,51,60
2489,47,54
2489,66,75
722,20,27
722,39,48
1343,32,39
1343,51,60
2560,83,90
2560,102,111
2238,32,39
2238,51,60
2016,5,12
2016,24,33
3258,8,15
3258,27,36
1136,32,39
1136,51,60
2272,73,80
2272,92,101
2041,32,39
2041,51,60
1351,32,39
1351,51,60
1046,32,39
1046,51,60
3626,32,39
3626,51,60
851,11,18
851,30,39
2166,73,80
2166,92,101
1512,2,9
1512,21,30
3282,75,82
3282,94,103
376,7,14
376,26,35
727,65,72
727,84,93
2291,71,78
2291,90,99
1749,50,57
1749,69,78
1750,32,39
1750,51,60
1982,32,39
1982,51,60
1009,32,39
1009,51,60
3442,32,39
3442,51,60
1366,32,39
1366,51,60
1304,75,82
1304,94,103
3375,47,54
3375,66,75
3230,32,39
3230,51,60
1725,7,14
1725,26,35
958,32,39
958,51,60
958,41,48
958,60,69
3353,77,84
3353,96,105
1423,32,39
1423,51,60
721,5,12
721,24,33
2717,32,39
2717,51,60
819,3,10
819,22,31
1364,13,20
1364,32,41
3130,67,74
3130,86,95
2672,7,14
2672,26,35
1618,22,29
1618,41,50
2688,18,25
2688,37,46
2796,14,21
2796,33,42
175,32,39
175,51,60
2226,76,83
2226,95,104
369,47,54
369,66,75
2537,68,75
2537,87,96
3389,8,15
3389,27,36
404,32,39
404,51,60
2589,32,39
2589,51,60
1178,47,54
1178,66,75
2186,32,39
2186,51,60
2186,41,48
2186,60,69
2735,32,39
2735,51,60
1788,32,39
1788,51,60
2035,32,39
2035,51,60
2145,32,39
2145,51,60
943,32,39
943,51,60
